,tweet,Full_Date,source,text,tweet_url,name,doggo,floofer,pupper,puppo,date,demonaiter,numerator,stage,photo_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
10,889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,,,,,2017-07-24,10.0,13.0,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,1,borzoi,0.194742,1,Saluki,0.0273507,1,5637,25652
11,888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys.,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,,,,,2017-07-23,10.0,12.0,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,1,Tibetan_mastiff,0.1201839999999999,1,Labrador_retriever,0.1055059999999999,1,4709,29611
12,888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,,,,,2017-07-22,10.0,13.0,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,1,Labrador_retriever,0.184172,1,English_setter,0.0734817,1,4559,26080
13,888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive.,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Rotherslphus,,,,,2017-07-22,10.0,13.0,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,1,Eskimo_dog,0.166511,1,malamute,0.111411,1,3732,20290
14,888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerothersld,,,,,2017-07-20,10.0,12.0,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,1,pug,0.000931908,1,bull_mastiff,0.000903211,1,3653,22201
15,887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,,,,,2017-07-19,10.0,13.0,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,1,redbone,0.0875815,1,Weimaraner,0.0262364,1,5609,30779
16,887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful.,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Cothersnelothers,,,,,2017-07-19,10.0,13.0,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,1,Rhodesian_ridgeback,0.05495,1,beagle,0.0389148,1,18781,69871
17,887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...,https://twitter.com/dog_rates/status/887101392804085760/photo/1,others,,,,,2017-07-18,10.0,12.0,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,1,Eskimo_dog,0.0350295,1,Staffordshire_bullterrier,0.0297047,1,6167,31061
18,886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,This is Mingus. He's a wonderful father to his smol pup. Confirmed,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,,,,,2017-07-16,10.0,13.0,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,1,Great_Pyrenees,0.186136,1,Dandie_Dinmont,0.0863463,1,3443,12306
19,886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,,,pupper,,2017-07-15,10.0,12.0,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,1,Chihuahua,0.000361178,1,Boston_bull,7.55616e-05,1,3316,21524
20,885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,,,,,2017-07-14,10.0,12.0,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,1,Shih-Tzu,0.00663012,1,Bernese_mountain_dog,0.00623915,1,7097,33382
21,885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Mothersisey,,,,,2017-07-13,10.0,13.0,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,1,Labrador_retriever,0.265835,1,kuvasz,0.134697,1,6683,36689
22,885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",others,,,,,2017-07-12,10.0,13.0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,1,Siberian_husky,0.0717125,1,Eskimo_dog,0.0557697,1,4556,22367
23,884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,This is Earl. He found a hat. Nervous about what you think of it.,https://twitter.com/dog_rates/status/884925521741709313/photo/1,Eothersrl,,,,,2017-07-12,10.0,12.0,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,1,American_Staffordshire_terrier,0.198451,1,Staffordshire_bullterrier,0.127725,1,16439,68152
24,884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lolothers,,,,,2017-07-11,10.0,13.0,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,1,Norwich_terrier,0.106075,1,Norfolk_terrier,0.0373485,1,6096,28514
25,884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy.,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,,,,,2017-07-11,10.0,13.0,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,1,French_bulldog,0.404291,1,Brabancon_griffon,0.0440019,1,5100,24765
26,884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.",https://twitter.com/dog_rates/status/884441805382717440/photo/1,others,,,,,2017-07-10,10.0,14.0,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,1,Cardigan,0.00321648,1,Chihuahua,0.00208089,1,5856,27478
27,884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,doggo,,,,2017-07-09,10.0,12.0,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,1,malinois,0.199396,1,Norwegian_elkhound,0.0491476,1,3128,20771
28,883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noothersh,,,,,2017-07-09,10.0,12.0,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,1,miniature_pinscher,0.299603,1,kelpie,0.0630203,1,3586,22349
29,883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 1","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bellothers,,,,,2017-07-08,10.0,5.0,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,1,Labrador_retriever,0.032409,1,kuvasz,0.00550072,1,10407,46860
30,883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwothersld,,floofer,,,2017-07-07,10.0,13.0,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,1,Tibetan_mastiff,0.00709872,1,Newfoundland,0.00214033,1,3825,22986
31,883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",others,,,,,2017-07-07,10.0,13.0,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,1,Labrador_retriever,0.0459479,1,kuvasz,0.00247094,1,6949,37914
32,882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,,,pupper,,2017-07-06,10.0,12.0,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,1,Chesapeake_Bay_retriever,0.074257,1,flat-coated_retriever,0.0155793999999999,1,5134,28903
33,882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stothersnley,,,,,2017-07-05,10.0,13.0,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,1,Chihuahua,0.251988,1,Cardigan,0.107699,1,6342,28382
34,882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,,,,,2017-07-04,10.0,13.0,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,1,Labrador_retriever,0.0989848999999999,1,cocker_spaniel,0.0171995,1,12118,45880
35,881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gothersry,,,,,2017-07-03,10.0,13.0,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,1,Afghan_hound,0.250003,1,golden_retriever,0.160739,1,11099,51522
36,880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...,https://twitter.com/dog_rates/status/880872448815771648/photo/1,others,,,,,2017-06-30,10.0,12.0,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,1,Norwich_terrier,0.0613929,1,Chihuahua,0.0337257,1,3989,21734
37,880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success.,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bellothers,,,,,2017-06-29,10.0,12.0,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,1,Labrador_retriever,0.0263286,1,cocker_spaniel,0.00937082,1,6546,29075
38,880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho,https://twitter.com/dog_rates/status/880095782870896641/photo/1,others,,,,,2017-06-28,10.0,11.0,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,1,Rhodesian_ridgeback,0.106395,1,beagle,0.106073,1,4533,28150
39,879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,,,,,2017-06-28,10.0,13.0,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,1,beagle,0.146654,1,cocker_spaniel,0.00948502,1,3642,22667
40,879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt.,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,,,,,2017-06-26,10.0,13.0,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,1,Boston_bull,0.134967,1,Cardigan,0.110481,1,45849,107956
41,879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere.,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beothersu,,,,,2017-06-25,10.0,13.0,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,1,miniature_pinscher,0.00943065,1,American_Staffordshire_terrier,0.0087113,1,2812,19317
42,878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,,,,puppo,2017-06-25,10.0,13.0,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,1,whippet,0.1504869999999999,1,Ibizan_hound,0.0397246,1,4319,19763
43,878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shothersdow,,,,,2017-06-23,10.0,13.0,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,1,collie,0.215975,1,Appenzeller,0.1285069999999999,1,1349,7913
44,878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,,,,,2017-06-23,10.0,14.0,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,1,Boston_bull,0.0787993999999999,1,toy_terrier,0.0152433999999999,1,7181,42876
45,877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed.,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",Ajothers,,,,,2017-06-22,10.0,13.0,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,1,Labrador_retriever,0.0620342,1,Weimaraner,0.0405991,1,17300,71144
46,877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",Dothersnte,,,,,2017-06-21,10.0,13.0,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,1,Italian_greyhound,0.0904973,1,golden_retriever,0.0794058,1,5414,27907
47,877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",Nelly,,,,,2017-06-20,10.0,12.0,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,1,Cardigan,0.0686982,1,basenji,8.17379e-05,1,5880,27755
48,876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",Ginger,,,pupper,,2017-06-19,10.0,12.0,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,1,redbone,0.24097,1,Tibetan_mastiff,0.0889348,1,3506,21125
49,876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.,https://twitter.com/dog_rates/status/876484053909872640/photo/1,Benedict,,,,,2017-06-18,10.0,13.0,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,1,Irish_terrier,0.0373542,1,chow,0.0167235999999999,1,2511,19163
50,876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.",https://twitter.com/dog_rates/status/876120275196170240/photo/1,Venti,,,,,2017-06-17,10.0,13.0,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,1,Saint_Bernard,0.346312,1,Greater_Swiss_Mountain_dog,0.0949327,1,4903,28490
51,875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level.",https://twitter.com/dog_rates/status/875747767867523072/photo/1,Goose,,,,,2017-06-16,10.0,13.0,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,1,Chesapeake_Bay_retriever,0.179975,1,vizsla,0.0046176,1,4497,25773
52,875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir.,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",others,,,,,2017-06-14,10.0,12.0,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,1,Siberian_husky,0.0919133,1,Great_Pyrenees,0.0460381999999999,1,4922,26022
53,874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh.,https://twitter.com/dog_rates/status/874680097055178752/photo/1,Cotherssh,,,,,2017-06-13,10.0,12.0,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,1,Staffordshire_bullterrier,0.0470690999999999,1,beagle,0.0360071,1,4875,28439
54,874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too.,https://twitter.com/dog_rates/status/874296783580663808/photo/1,Jed,,,pupper,,2017-06-12,10.0,13.0,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,1,miniature_poodle,0.2771909999999999,1,toy_poodle,0.157402,1,4308,26651
55,874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you...",https://twitter.com/dog_rates/status/874057562936811520/photo/1,others,,,,,2017-06-12,10.0,12.0,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,1,black-and-tan_coonhound,0.0404369,1,Newfoundland,0.0282283,1,4125,23134
56,874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",Sebothersstiothersn,,,,puppo,2017-06-11,10.0,13.0,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,1,Pembroke,0.116622,1,kelpie,0.0491819,1,11007,35501
57,873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too.",https://twitter.com/dog_rates/status/873580283840344065/photo/1,others,,,,,2017-06-10,10.0,13.0,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,1,Tibetan_mastiff,0.244022,1,chow,0.0485295,1,4143,24837
